,ID,ageGap,attendReligiousServiceFreq,employmentStatus,genderSubjectAttractedTo,houseType,householdAdults_num,householdIncome,householdMinor_num,householdSize,interracial,isHispanic,isLivingTogether,isMarried,isMetroArea,metAs_coworkers,metAs_customerAndClient,metAs_workNeighbors,metIn_church,metIn_college,metIn_military,metIn_privateParty,metIn_public,metIn_restaurantOrBar,metIn_school,metIn_voluntaryOrg,metOn_blindDate,metOn_businessTrip,metOn_vacation,metOnline_all,metOnline_chat,metOnline_datingSiteOrApp,metOnline_gaming,metOnline_nonDatingSite,metOnline_other,metOnline_socialNetwork,metThru_family,metThru_friend,metThru_notInternetDatingService,metThru_orAs_neighbors,met_YearFraction,met_to_shipStart_diff,moveIn_YearFraction,numRelativesSeePerMonth,ownHouseRentOther,partnerAge,partnerEduc_years,partnerGender,partnerMotherEduc_years,partnerParty_DemPos_RepNeg,partnerRace,partyDifference,region,relationshipQuality,relationshipQuality_isGood,relationshipQuality_num,season_met,season_shipStart,sexFrequency,shipStart_YearFraction,shipStart_to_moveIn_YearFraction,straightGayLesbian,subjectAge,subjectAgeWhenMet,subjectCountryWhenMetPartner,subjectEduc_years,subjectGender,subjectGrewUpInUS,subjectMotherEduc_years,subjectParty_DemPos_RepNeg,subjectRace,subjectSexualIdentity,timesDivorcedOrWidowed,whoEarnedMore
1048,1300381,86.0,Once a year or less,retired,sexually attracted only to opposite gender,A building with 2 or more apartments,1,225000,0,1,no,False,No,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,1951.5416,0.0,1952.2916,6.0,Rented for cash,-1.0,17.0,"[Partner Name] is Other, please specify",10.0,0,White,1,South,Fair,0,3,summer,summer,Refused,1951.5416,0.75,hetero couple,85,19.0,United States,13.0,Female,United States,10.0,-1,White,heterosexual or straight,0.0,I earned more
1051,1473855,5.0,Never,retired,sexually attracted only to opposite gender,A one-family house detached from any other house,2,22500,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,1989.375,0.25,1990.0416,3.0,Owned or being bought by you or someone in your household,65.0,9.0,[Partner Name] is Male,12.0,0,White,2,Northeast,Excellent,1,5,spring,summer,Once a month or less,1989.625,0.41662598,hetero couple,70,42.0,United States,12.0,Female,United States,12.0,2,White,heterosexual or straight,1.0,[Partner Name] earned more
1054,1850681,8.0,More than once a week,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,27500,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,1974.2916,0.16674805,1975.7084,2.0,Owned or being bought by you or someone in your household,67.0,13.0,[Partner Name] is Male,12.0,-3,White,2,South,Good,1,4,spring,summer,Refused,1974.4584,1.25,hetero couple,59,16.0,United States,12.0,Female,United States,12.0,-1,White,heterosexual or straight,0.0,[Partner Name] earned more
1055,2212019,0.0,Once a year or less,retired,sexually attracted only to opposite gender,A one-family house detached from any other house,2,112500,0,2,no,False,Yes,"Yes, I am Married",Metro,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,1959.7084,0.16662598,1960.125,1.0,Owned or being bought by you or someone in your household,85.0,16.0,[Partner Name] is Male,11.0,-3,White,0,South,Excellent,1,5,autumn,autumn,Once a month or less,1959.875,0.25,hetero couple,85,27.0,United States,12.0,Female,United States,12.0,-3,White,heterosexual or straight,0.0,[Partner Name] earned more
1056,1976539,1.0,Never,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,3,6250,1,4,no,False,No,"No, I am not Married",Metro,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2016.2916,0.08337402,,1.0,Rented for cash,20.0,13.0,[Partner Name] is Male,13.0,0,White,1,Northeast,Good,1,4,spring,spring,2 to 3 times a month,2016.375,,hetero couple,19,18.0,United States,13.0,Female,United States,12.0,1,White,heterosexual or straight,0.0,We earned about the same amount
1057,2309889,2.0,Once or twice a month,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,3,92500,1,4,no,False,Yes,"Yes, I am Married",Metro,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1992.2084,1.583252,1996.0416,2.0,Owned or being bought by you or someone in your household,47.0,13.0,[Partner Name] is Female,12.0,1,White,1,Midwest,Excellent,1,5,spring,autumn,Once or twice a week,1993.7916,2.25,hetero couple,49,24.0,United States,16.0,Male,United States,12.0,2,White,heterosexual or straight,0.0,I earned more
1058,1802951,1.0,Once a week,unemployed,sexually attracted only to opposite gender,A one-family house detached from any other house,4,92500,0,4,no,True,No,"No, I am not Married",Metro,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2015.2084,0.25,,11.0,Owned or being bought by you or someone in your household,21.0,13.0,[Partner Name] is Male,,0,White,2,South,Excellent,1,5,spring,summer,Refused,2015.4584,,hetero couple,20,18.0,United States,13.0,Female,United States,17.0,-2,White,heterosexual or straight,0.0,Refused
1059,2808751,1.0,Once a week,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,92500,2,4,no,False,No,"No, I am not Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,2017.4584,0.08325195,,5.0,Owned or being bought by you or someone in your household,32.0,16.0,[Partner Name] is Female,16.0,1,White,3,Midwest,Excellent,1,5,summer,summer,Once a month or less,2017.5416,,hetero couple,33,33.0,United States,17.0,Male,United States,12.0,-2,White,heterosexual or straight,1.0,We earned about the same amount
1061,2021701,2.0,Once or twice a month,unemployed,sexually attracted only to opposite gender,A mobile home,3,11250,0,3,no,False,No,"No, I am not Married",Metro,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,2007.0416,0.16674805,,5.0,Owned or being bought by you or someone in your household,60.0,13.0,[Partner Name] is Female,10.0,3,White,1,West,Excellent,1,5,winter,spring,Once or twice a week,2007.2084,,hetero couple,58,48.0,United States,11.0,Male,United States,12.0,2,White,heterosexual or straight,2.0,[Partner Name] earned more
1062,2776977,15.0,More than once a week,unemployed,sexually attracted only to same gender,A building with 2 or more apartments,2,67500,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2000.7084,0.0,2002.5416,1.0,Rented for cash,61.0,17.0,[Partner Name] is Male,12.0,3,White,0,West,Excellent,1,5,autumn,autumn,3 to 6 times a week,2000.7084,1.833252,gay male couple,46,29.0,United States,13.0,Male,United States,12.0,3,White,gay,0.0,[Partner Name] earned more
1063,2174237,3.0,Once or twice a month,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,4,112500,0,4,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,1993.625,0.16662598,1994.125,16.0,Owned or being bought by you or someone in your household,53.0,13.0,[Partner Name] is Male,12.0,0,White,0,Midwest,Good,1,4,summer,autumn,2 to 3 times a month,1993.7916,0.33337402,hetero couple,56,32.0,United States,14.0,Female,United States,14.0,0,White,heterosexual or straight,0.0,I earned more
1065,1748315,3.0,Once a year or less,unemployed,sexually attracted only to same gender,A building with 2 or more apartments,1,13750,0,1,yes,True,No,"No, I am not Married",Metro,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2014.5416,0.0,,5.0,Rented for cash,54.0,13.0,[Partner Name] is Male,,3,Black or African American,0,West,Good,1,4,summer,summer,Once or twice a week,2014.5416,,gay male couple,57,54.0,United States,13.0,Male,United States,12.0,3,Other (please specify),gay,0.0,[Partner Name] was not working for pay
1066,2822245,2.0,Once a year or less,employed,sexually attracted only to opposite gender,A building with 2 or more apartments,2,37500,0,2,no,False,Yes,"No, I am not Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,2006.625,0.33337402,2006.9584,1.0,Rented for cash,35.0,12.0,[Partner Name] is Female,12.0,-3,White,2,Northeast,Excellent,1,5,summer,winter,Once or twice a week,2006.9584,0.0,hetero couple,37,26.0,United States,12.0,Male,United States,13.0,-1,White,heterosexual or straight,0.0,I earned more
1067,1814535,7.0,More than once a week,unemployed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,55000,2,4,no,False,Yes,"Yes, I am Married",Non-Metro,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,2002.4584,,2004.4584,2.0,Owned or being bought by you or someone in your household,44.0,16.0,[Partner Name] is Male,13.0,-3,White,0,South,Excellent,1,5,summer,,3 to 6 times a week,,,hetero couple,37,22.0,United States,16.0,Female,United States,12.0,-3,White,heterosexual or straight,0.0,[Partner Name] earned more
1068,2166521,2.0,A few times a year,employed,sexually attracted only to opposite gender,A building with 2 or more apartments,2,112500,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2012.125,0.75,2014.4584,4.0,Rented for cash,24.0,16.0,[Partner Name] is Female,16.0,1,White,3,South,Excellent,1,5,winter,autumn,2 to 3 times a month,2012.875,1.583374,hetero couple,26,21.0,United States,16.0,Male,United States,12.0,-2,White,heterosexual or straight,0.0,I earned more
1069,1284217,1.0,Once a week,retired,sexually attracted only to opposite gender,A one-family house detached from any other house,1,45000,0,1,yes,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,1959.4584,0.16662598,1963.625,2.0,Owned or being bought by you or someone in your household,77.0,17.0,[Partner Name] is Male,7.5,-1,Other (please specify),0,South,Excellent,1,5,summer,summer,Once a month or less,1959.625,4.0,hetero couple,76,18.0,United States,12.0,Female,United States,10.0,-1,White,heterosexual or straight,0.0,[Partner Name] earned more
1070,2000491,1.0,Never,employed,sexually attracted only to opposite gender,A building with 2 or more apartments,3,225000,0,3,no,False,Yes,"No, I am not Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,2013.2084,0.5,2015.0416,0.0,Rented for cash,31.0,16.0,[Partner Name] is Male,16.0,3,White,0,Northeast,Excellent,1,5,spring,autumn,3 to 6 times a week,2013.7084,1.333252,hetero couple,30,26.0,United States,17.0,Female,United States,16.0,3,White,heterosexual or straight,0.0,[Partner Name] earned more
1071,1168011,0.0,Once a week,retired,sexually attracted only to opposite gender,A one-family house detached from any other house,2,225000,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,1961.375,5.333374,1969.375,5.0,Owned or being bought by you or someone in your household,69.0,17.0,[Partner Name] is Male,12.0,-3,White,1,South,Excellent,1,5,spring,autumn,2 to 3 times a month,1966.7084,2.666626,hetero couple,69,13.0,United States,16.0,Female,United States,12.0,-2,White,heterosexual or straight,0.0,[Partner Name] earned more
1072,882735,11.0,More than once a week,unemployed,sexually attracted only to opposite gender,A one-family house detached from any other house,3,150000,0,3,no,False,Yes,"Yes, I am Married",Non-Metro,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1985.0416,2.416748,1988.2916,5.0,Owned or being bought by you or someone in your household,55.0,14.0,[Partner Name] is Female,14.0,-1,White,0,Northeast,Excellent,1,5,winter,summer,Once or twice a week,1987.4584,0.83325195,hetero couple,66,34.0,United States,20.0,Male,United States,13.0,-1,White,heterosexual or straight,0.0,I earned more
1074,2887517,2.0,Never,retired,sexually attracted only to opposite gender,A one-family house detached from any other house,1,67500,0,1,no,False,No,"No, I am not Married",Metro,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,2015.5416,0.08337402,,0.0,Owned or being bought by you or someone in your household,71.0,16.0,[Partner Name] is Male,12.0,-1,White,4,West,Excellent,1,5,summer,summer,Once or twice a week,2015.625,,hetero couple,69,67.0,United States,13.0,Female,United States,12.0,3,White,heterosexual or straight,2.0,[Partner Name] was not working for pay
1075,1697675,7.0,Never,retired,sexually attracted only to opposite gender,A one-family house detached from any other house,2,80000,0,2,no,False,Yes,"Yes, I am Married",Metro,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,1978.4584,14.833252,1993.5416,6.0,Owned or being bought by you or someone in your household,66.0,13.0,[Partner Name] is Male,12.0,1,White,2,Midwest,Excellent,1,5,summer,spring,Once a month or less,1993.2916,0.25,hetero couple,59,20.0,United States,13.0,Female,United States,5.5,3,White,heterosexual or straight,1.0,We earned about the same amount
1076,1011851,15.0,Never,unemployed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,187500,2,4,no,False,Yes,"Yes, I am Married",Metro,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,2001.2916,0.5,2002.375,5.0,Owned or being bought by you or someone in your household,53.0,16.0,[Partner Name] is Male,12.0,-3,White,0,Midwest,Good,1,4,spring,autumn,Once a month or less,2001.7916,0.583374,hetero couple,38,22.0,United States,16.0,Female,United States,12.0,-3,White,heterosexual or straight,0.0,[Partner Name] earned more
1078,1877643,31.0,Once a year or less,employed,sexually attracted only to same gender,A one-family house detached from any other house,5,137500,0,5,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1996.7084,0.0,1996.4584,4.0,Owned or being bought by you or someone in your household,52.0,16.0,[Partner Name] is Male,16.0,-3,White,1,Northeast,Fair,0,3,autumn,autumn,Once a month or less,1996.7084,0.0,hetero couple,21,0.0,United States,13.0,Male,United States,17.0,-2,White,heterosexual or straight,0.0,[Partner Name] earned more
1079,2007615,3.0,A few times a year,employed,sexually attracted only to opposite gender,A one-family house attached to one or more houses,3,137500,1,4,yes,True,Yes,"Yes, I am Married",Metro,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2003.0416,0.25,2003.4584,2.0,Rented for cash,40.0,16.0,[Partner Name] is Male,13.0,0,White,1,Midwest,Excellent,1,5,winter,spring,Once a month or less,2003.2916,0.16674805,hetero couple,37,23.0,United States,17.0,Female,United States,16.0,1,"American Indian, Aleut, or Eskimo",heterosexual or straight,0.0,I earned more
1080,2356411,13.0,Never,employed,"sexually attracted mostly to same gender, sometimes opposite gender",A one-family house detached from any other house,2,150000,0,2,yes,False,Yes,"No, I am not Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2012.875,0.0,2015.7084,4.0,Owned or being bought by you or someone in your household,54.0,14.0,[Partner Name] is Male,12.0,3,Other (please specify),0,West,Excellent,1,5,autumn,autumn,Once or twice a week,2012.875,2.833374,gay male couple,67,62.0,United States,20.0,Male,United States,12.0,3,White,gay,0.0,[Partner Name] earned more
1082,2179309,9.0,Once a week,employed,sexually attracted only to opposite gender,A one-family house attached to one or more houses,1,92500,2,3,no,False,No,"Yes, I am Married",Metro,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2007.2916,0.0,2008.4584,5.0,Owned or being bought by you or someone in your household,41.0,12.0,[Partner Name] is Male,12.0,0,White,3,Northeast,Poor,0,2,spring,spring,Once a month or less,2007.2916,1.166748,hetero couple,32,22.0,United States,17.0,Female,United States,17.0,3,White,heterosexual or straight,0.0,I earned more
1084,2586735,4.0,Once a year or less,retired,sexually attracted only to same gender,A one-family house detached from any other house,1,67500,0,1,yes,False,No,"Yes, I am Married",Metro,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,1996.2084,1.0,1997.2084,2.0,Owned or being bought by you or someone in your household,49.0,12.0,[Partner Name] is Female,12.0,1,Asian or Pacific Islander,2,South,Good,1,4,spring,spring,Once a month or less,1997.2084,0.0,hetero couple,53,32.0,United States,13.0,Male,United States,16.0,3,White,gay,0.0,I earned more
1085,2696891,1.0,Once a week,unemployed,sexually attracted only to opposite gender,A one-family house detached from any other house,3,225000,1,4,no,False,No,"No, I am not Married",Non-Metro,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2015.625,0.25,,3.0,Owned or being bought by you or someone in your household,21.0,13.0,[Partner Name] is Female,14.0,-1,White,2,South,Excellent,1,5,summer,autumn,Once a month or less,2015.875,,hetero couple,22,20.0,United States,13.0,Male,United States,17.0,-3,White,heterosexual or straight,0.0,[Partner Name] was not working for pay
1086,2854003,2.0,Once a week,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,112500,2,4,no,False,Yes,"Yes, I am Married",Metro,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,1993.875,0.0,1995.375,4.0,Owned or being bought by you or someone in your household,52.0,13.0,[Partner Name] is Female,12.0,-1,White,2,West,Excellent,1,5,autumn,autumn,2 to 3 times a month,1993.875,1.5,hetero couple,54,30.0,United States,13.0,Male,United States,12.0,-3,White,heterosexual or straight,0.0,I earned more
1088,2835269,1.0,Never,employed,sexually attracted to men and women equally,A one-family house detached from any other house,2,37500,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2007.2084,1.666626,2009.125,5.0,Rented for cash,27.0,12.0,[Partner Name] is Female,14.0,3,White,0,Northeast,Good,1,4,spring,autumn,Once a month or less,2008.875,0.25,lesbian couple,26,16.0,United States,13.0,Female,United States,14.0,3,White,bisexual,0.0,I earned more
1089,2441733,20.0,Once or twice a month,unemployed,sexually attracted only to opposite gender,A building with 2 or more apartments,2,55000,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2015.7916,0.08337402,2016.2916,8.0,Rented for cash,55.0,13.0,[Partner Name] is Male,14.0,2,Black or African American,0,South,Fair,0,3,autumn,autumn,3 to 6 times a week,2015.875,0.41662598,hetero couple,35,33.0,United States,16.0,Female,United States,14.0,2,Black or African American,heterosexual or straight,2.0,I earned more
